frameID,emotion,label
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img92.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img93.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img94.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img95.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img96.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img97.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img98.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img99.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img100.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img101.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img102.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img103.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img104.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img105.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img106.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img107.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img108.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img109.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img110.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img111.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img112.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img113.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img114.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img115.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img116.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img117.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img118.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img119.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img120.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img121.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img122.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img123.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img124.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img125.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img126.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img127.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img128.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img129.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img130.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img131.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img132.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img133.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img134.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img135.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img136.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img137.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img138.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img139.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img140.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img141.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img142.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img143.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img144.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img145.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img146.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img147.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img148.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img149.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img150.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img151.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img152.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img153.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img154.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img155.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img156.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img157.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img158.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img159.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img160.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img161.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img162.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img163.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img164.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img165.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img166.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img167.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img168.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img169.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img170.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img171.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img172.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img173.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img174.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img175.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img176.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img177.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img178.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img179.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img180.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img181.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img182.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img183.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img184.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img185.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img186.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img187.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img188.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img189.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img190.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img191.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img192.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img193.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img194.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img195.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img196.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img197.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img198.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img199.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img200.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img201.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img202.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img203.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img204.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img205.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img206.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img207.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img208.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img209.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img210.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img211.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img212.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img213.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img214.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img215.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img216.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img217.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img218.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/img219.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00116.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00177.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00166.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00368.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00361.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00373.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00358.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00349.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00363.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00367.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00369.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00483.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00563.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00576.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00574.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00564.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00515.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00586.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00587.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01100.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01123.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01113.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01125.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01124.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01138.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01140.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01144.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01141.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01139.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01410.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01404.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01392.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01498.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01499.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01494.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01922.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03013.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03069.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01916.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03075.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02612.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01911.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02611.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01912.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01913.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01921.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02535.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03068.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02593.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03000.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03014.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02603.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01914.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03015.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01906.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02602.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03065.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01908.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02608.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01910.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03066.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01917.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03073.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02596.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train03064.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01915.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01849.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01863.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01850.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01857.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01856.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01860.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01861.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01862.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01847.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01852.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01851.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01848.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01855.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01859.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01853.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01854.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01858.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02949.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02947.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02941.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02867.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02881.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02866.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02943.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02868.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02939.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02882.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02876.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02938.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01168.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01169.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01137.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01146.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01142.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01156.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01158.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01107.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01162.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01143.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01164.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01097.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01045.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01099.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01106.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01098.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01105.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01101.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01118.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01046.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00608.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00607.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00568.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00562.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00570.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train00569.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02994.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02936.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02816.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02815.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02929.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02795.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02937.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02945.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02942.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02999.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02944.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02858.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02948.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02877.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02935.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02946.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02857.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train02875.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01639.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01645.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01641.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01547.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01646.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01637.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01544.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01546.jpg,angry,0
drive/MyDrive/Colab Notebooks/Emotion Detection/angry/train01640.jpg,angry,0
